class,placeId,name_kor,name_eng,location
hotels,3369181,호텔 더 디자이너스 삼성,,"37.507282,127.05543"
hotels,3370845,크립 49 게스트하우스,Crib 49 Guesthouse,"37.55708,126.98565"
hotels,3370998,블레싱 인 서울,Blessing In Seoul,"37.58672,127.05214"
hotels,3389037,아벤트리 호텔 종로,Hotel Aventree Jongno,"37.573086,126.98317"
hotels,3389245,서울 53 호텔,Seoul 53 Hotel,"37.575,126.98944"
hotels,3477056,코스테이,,"37.531998,126.8606"
hotels,3477065,서울앤호텔 동대문,Seoul N Hotel Dongdaemun,"37.573444,127.02077"
hotels,3477071,엔포시즌,N Fourseason,"37.557014,126.97975"
hotels,3477077,엔조이 서울,NJoy Seoul,"37.556686,126.923"
hotels,3477083,호텔 스카이파크 센트럴 명동,Hotel Skypark Central Myeongdong,"37.564648,126.98524"
hotels,3477158,콘래드 서울,,"37.525414,126.92662"
hotels,3477194,케이팝 레지던스 명동 2,,"37.56289,126.9856"
hotels,3479249,이태원 백팩커스,,"37.534,126.99994"
hotels,3497931,ICOS 게스트하우스,,"37.554768,126.9385"
hotels,3531770,유기농 게스트하우스,Yooginong Guesthouse,"37.553043,126.90741"
hotels,3540785,비 마이 게스트하우스,B My Guesthouse,"37.5586,126.983894"
hotels,3568790,오렌지 게스트하우스,Orange Guesthouse,"37.554794,126.91895"
hotels,3568908,고운당,Go Woon Dang,"37.578903,126.97275"
hotels,3571247,라온 게스트하우스,,"37.57755,126.981155"
hotels,3571251,클릭 호텔,,"37.56192,126.9884"
hotels,3571309,루이 호텔,,"37.556335,126.9382"
hotels,3575113,모텔 제로,Motel Zero,"37.57456,126.99685"
hotels,3575356,센터마크 호텔,,"37.572346,126.98434"
hotels,3575583,서울 로프트 아파트먼트 ,Seoul Loft Apartments,"37.576424,126.99727"
hotels,3581563,코지 게스트하우스,Cozzzy Guesthouse,"37.558395,126.91867"
hotels,3595039,애플 백패커스 게스트하우스,Apple Backpackers Guesthouse,"37.57354,126.99102"
hotels,3595040,스타즈 호텔 명동 1호점,Staz Hotel Myeongdong 1,"37.56695,126.991425"
hotels,3595091,북촌 마루 한옥 게스트하우스,,"37.58311,126.98742"
hotels,3612247,다비드호텔,,"37.511047,127.07926"
hotels,3616590,모나이 게스트하우스,,"37.5365,126.89894"
hotels,3618263,휴가 하우스 호스텔,Huga Haus Hostel,"37.591137,127.04187"
hotels,3618299,야코리아 호스텔 이태원,,"37.53437,126.97491"
hotels,3618306,호텔 마누,Hotel Manu,"37.557076,126.97487"
hotels,3618350,E-레지던스,E-Residence,"37.513638,127.02103"
hotels,3656150,나인트리 호텔 명동,Nine Tree Hotel Myeong-dong,"37.561623,126.98592"
hotels,3656188,몽 모텔,Mong Motel,"37.639526,127.02658"
hotels,3661945,에스피@이태원 게스트하우스,SP@Itaewon Guesthouse,"37.53545,126.99245"
hotels,3682080,아리 하우스 명동,,"37.56029,126.98683"
hotels,3723601,호텔 아이콘,,"37.574944,126.98893"
hotels,3723670,펜슬 게스트하우스,,"37.560036,126.92548"
hotels,3793064,블루 게스트하우스 4,,"37.554626,126.91817"
hotels,3813528,DW 디자인 레지던스,,"37.558285,126.9207"
hotels,3813529,청계하우스,,"37.56928,126.99869"
hotels,3813530,GV레지던스,GV Residence,"37.53466,126.99067"
hotels,3813590,ZIP 호텔,,"37.479477,126.95297"
hotels,3813616,메리골드 호텔,,"37.55356,126.91949"
hotels,3813667,로이하우스,,"37.563065,126.92398"
hotels,3814456,더스틴 게스트하우스,,"37.55553,126.923836"
hotels,3814459,게스트하우스 명동 2,Guest House Myeongdong 2,"37.560444,126.99076"
hotels,3814736,아지트 게스트하우스,,"37.55367,127.01064"
hotels,3850464,이슈 서울 게스트 하우스,Issue Seoul guest house,"37.55472,126.91421"
hotels,3855729,옐로우 브릭 종로 호스텔,Yellow Brick Jongno Hostel,"37.574627,126.98959"
hotels,4006151,코스테이 숙대점,Korstay Sookmyung Women&#39;s Univ.,"37.546104,126.97249"
hotels,4052408,한옥 게스트하우스 201,Hanok Guesthouse 201,"37.580395,126.98542"
hotels,4055360,미오 하우스,Mmmio House,"37.569824,127.00301"
hotels,4071465,더 그랜드 호텔 명동,The Grand Hotel Myeongdong,"37.56171,126.98718"
hotels,4084323,공심가 게스트하우스,,"37.57786,126.9808"
hotels,4134726,이비스 앰배서더 서울 인사동,Ibis Ambassador Seoul Insadong,"37.57437,126.98944"
hotels,4134729,루크홈 명동,Lookhome Myeongdong,"37.55833,126.98578"
hotels,4134785,SS 게스트하우스 서울역,SS Guest House Seoul Station,"37.551495,126.96891"
hotels,4134798,미스터 콤마 게스트하우스,,"37.558964,126.92018"
hotels,4134800,호텔 더 디자이너스 홍대,Hotel The Designers Hongdae,"37.551956,126.91764"
hotels,4134801,비젼 게스트하우스,Vision Guesthouse,"37.509136,127.08513"
hotels,4134983,호텔 디바,Diva Hotel,"37.567993,127.06934"
hotels,4135103,파로스 관광 호텔,Pharos Tourist Hotel,"37.511124,127.08135"
hotels,4135265,베니키아 호텔 KP,Benikea Hotel KP,"37.589397,127.056755"
hotels,4135823,국제 명동 하우스,Kukje Myeongdong House,"37.559357,126.98865"
hotels,4136289,유 게스트 하우스 - 홍대,"U Guesthouse in Hongdae, Seoul","37.549534,126.92065"
hotels,4136389,포춘호스텔,Fortune Hostel,"37.574547,126.98964"
hotels,4137678,마루 게스트하우스 2,Maru Guesthouse 2,
hotels,4137679,마인드 호텔,Mind Hotel,"37.47881,126.89095"
hotels,4170932,두리 게스트하우스,Duri Guest House,"37.591625,127.03713"
hotels,4193521,SH 서울 홍대,SH Seoul Hongdae,"37.557743,126.92435"
hotels,4235369,신신 호텔,,"37.562332,126.97904"
hotels,4344692,베니키아 Home the M 호텔,,"37.563824,126.91317"
hotels,4354698,와우 힐스 게스트하우스,,"37.552128,126.92662"
hotels,4354707,호텔 아로파 남대문,Hotel Aropa Namdaemun,"37.563198,126.97808"
hotels,4412261,호스텔 코리아 11th - 창덕궁,Hostel Korea 11th - Changdeokgung,"37.57624,126.99032"
hotels,4412263,프레이저 플레이스 남대문 서울,Fraser Place Namdaemun Seoul,"37.56134,126.97631"
hotels,4462683,김치 신촌 게스트하우스,Kimchee Sinchon Guesthouse,"37.558224,126.92935"
hotels,446846,라마다 서울 호텔,Ramada Seoul,"37.51066,127.04507"
hotels,447944,삼정 호텔,,"37.505768,127.031296"
hotels,447945,여의도 호텔,Yoido Hotel,"37.530167,126.925385"
hotels,4504699,이랑 한옥스테이,Irang Hanok Stay,"37.581318,126.98898"
hotels,4507857,케이스타하우스,Kstar House,"37.558083,126.96907"
hotels,455446,쉐라톤 서울 팔래스 강남 호텔,Sheraton Seoul Palace Gangnam Hotel,"37.500893,127.00167"
hotels,455538,을지로 코업레지던스,Euljiro CO-OP Residence,"37.56645,127.00553"
hotels,455856,메트로 호텔,Metro Hotel,"37.565098,126.98372"
hotels,455860,잠실 관광 호텔,Jamsil Tourist Hotel,
hotels,455862,동서울 호텔,Hotel Dong Seoul,"37.53422,127.09186"
hotels,455973,뉴국제호텔,New Kukje Hotel,"37.567802,126.97771"
hotels,456115,호텔 프리마 서울,Hotel Prima Seoul,"37.524548,127.052124"
hotels,4608574,JJ 레지던스,JJ Residence,"37.55678,126.97852"
hotels,4712309,부엉이 게스트하우스,,"37.5755,127.020164"
hotels,4777343,신디&#39;s B&amp;B,Cindy&#39;s B&amp;B,"37.59602,126.96506"
hotels,477908,코아텔 쉐르빌,Coatel Chereville,"37.493923,127.0279"
hotels,4783677,인사동 호스텔,Insadong Hostel,"37.57492,126.98463"
hotels,4799364,24게스트하우스 신촌 스타일,,"37.55702,126.93483"
hotels,4884030,문스호스텔,Moon&#39;s Hostel,"37.560627,126.99118"
hotels,4913610,시어소 호텔,Sieoso Hotel,"37.5657,126.991264"
hotels,500996,비스타 워커힐 서울,Vista Walkerhill Seoul,"37.555218,127.11091"
hotels,505891,라이즈 오토그래프 컬렉션,"RYSE, Autograph Collection","37.554543,126.921165"
hotels,506101,선샤인 호텔,Hotel Sunshine,"37.520542,127.02875"
hotels,506110,호텔 썬비,,"37.572872,126.98486"
hotels,506121,뉴 오리엔탈 호텔,,"37.56029,126.98351"
hotels,506801,노블레스 역삼 호텔 서울,Noblesse Yeoksam Hotel Seoul,
hotels,5113510,JW 메리어트 동대문 스퀘어 서울,,"37.570164,127.00882"
hotels,518444,베스트 웨스턴 프리미어 강남,,"37.50634,127.02978"
hotels,5250436,써미트 호텔,The Summit Hotel Seoul Dongdaemun,"37.562283,127.00664"
hotels,5252365,호텔 팩토리,Hotel Factory,"37.572067,126.98818"
hotels,5287493,스타리아 호스텔,,"37.55857,126.98621"
hotels,5287499,뉴 썬 게스트하우스 명동,New Sun Guesthouse Myeongdong,"37.558018,126.98113"
hotels,536020,호텔 M,,"37.529613,126.91963"
hotels,5460911,티마크 호텔 명동,Tmark Hotel Myeongdong,"37.562622,126.99267"
hotels,547045,호텔 에어포트 서울,Airport Hotel Seoul,
hotels,5484623,머뭄 게스트하우스,MuMum Guesthouse,"37.580074,126.98726"
hotels,5540457,호텔 아트리움,Hotel Atrium Jongno,"37.571712,126.99799"
hotels,555275,파크 하얏트 서울,Park Hyatt Seoul,"37.508526,127.06414"
hotels,558398,나이아가라 호텔,,"37.549248,126.87861"
hotels,569419,강남 패밀리 호텔,Gangnam Family Hotel,"37.506218,127.03044"
hotels,582965,프로비스타 호텔,Provista Hotel,"37.495113,127.01854"
hotels,582967,임스 하우스,Yim&#39;s House,"37.576378,126.99092"
hotels,587051,명동 게스트하우스,Myeongdong Guest House,"37.560383,126.9872"
hotels,5895849,코업 시티 호텔 BMK,Coop City Hotel BMK,"37.495804,126.84492"
hotels,5895858,시스앤브로,,"37.561123,126.92255"
hotels,5895977,이가 정원,Lee&#39;s Garden,"37.55905,126.98653"
hotels,5895989,24게스트하우스 인사동,24Guesthouse Insadong,"37.56923,126.98715"
hotels,5896602,제로미네 게스트하우스,Xeromine Guesthouse,"37.535477,126.99216"
hotels,5897152,서울 글로벌 호스텔,Seoul Global Hostel,"37.558334,126.98508"
hotels,5963221,골든서울 호텔,Golden Seoul Hotel,"37.547832,126.87813"
hotels,5970253,호텔파밀리아인,Hotel Familia Inn,"37.571964,127.01343"
hotels,598299,호텔 아트리움 바비엥2,Hotel Atrium Vabien II,"37.565212,126.96767"
hotels,602902,웨스턴 코업호텔&amp;레지던스,Western CO-OP Hotel &amp; Residence,"37.566414,127.003296"
hotels,6034361,유자 게스트하우스,UJA Guesthouse,"37.550358,126.91797"
hotels,607466,호텔 발렌타인,Hotel Valentine,
hotels,607480,서울 레지던스,,"37.503464,127.04779"
hotels,6104497,스테이 강남,,"37.517773,127.01835"
hotels,6104649,모리 게스트하우스,,"37.548923,126.93126"
hotels,6104780,스위트 컴포트,,"37.555805,126.91849"
hotels,611304,이비스 앰배서더 서울 명동,Ibis Ambassador Seoul Myeongdong,"37.56419,126.98259"
hotels,6160747,네오 서울 게스트하우스,Neo Seoul Guesthouse,"37.554607,126.91818"
hotels,619065,현대레지던스,Hyundai Residence,"37.563717,127.00051"
hotels,622211,프레이저 플레이스 센트럴 서울,Fraser Place Central Seoul,"37.56238,126.96911"
hotels,6225109,아이하우스 친친,,"37.564053,126.918564"
hotels,6225290,리안 호텔,,"37.568943,126.99096"
hotels,6225403,24게스트하우스 종로타워점,24 Guesthouse Jongno Tower,"37.571663,127.00008"
hotels,6226170,문 호스텔,Moon Hostel,"37.560497,126.92485"
hotels,623402,남산게스트하우스 2,,"37.559105,126.984955"
hotels,6352655,궁 게스트하우스,Gung Guest House,"37.574352,126.99138"
hotels,6378634,24게스트하우스 가로수길점,24guesthouse Garosu-gil,"37.520267,127.02263"
hotels,6378733,이코노미 호텔 은평점,,"37.5879,126.91627"
hotels,6402630,호텔 아띠 충무로,,"37.560646,126.997185"
hotels,6402635,Ever8 서비스 레지던스,,"37.557434,126.94254"
hotels,6476325,필름 37.2 호텔,Film 37.2 Hotel,"37.51644,127.1128"
hotels,6476794,미소 게스트하우스,Miso Guesthouse,"37.55763,126.927315"
hotels,6476796,K-스테이 게스트하우스,,"37.561985,126.98843"
hotels,6476798,24게스트하우스 명동시티점,,
hotels,6476847,호텔 미도,Hotel Mido,"37.558754,126.98062"
hotels,6476900,호텔 로프트,Hotel Loft,"37.534977,126.89885"
hotels,6476902,24게스트하우스 강남 센터점,24guesthouse Gangnam Center,"37.50399,127.0335"
hotels,6476903,24게스트하우스 명동 에비뉴,24guesthouse Myeongdong Avenue,"37.561317,126.97766"
hotels,6483063,클로이 게스트하우스,Chloe Guest House,"37.51712,127.01968"
hotels,650959,베스트 웨스턴 프리미어 호텔 국도,Best Western Premier Hotel Kukdo,"37.566376,126.99638"
hotels,6535698,드림 컴포트,,"37.55797,126.92246"
hotels,6535744,호텔 더 디자이너스 종로,Hotel The Designers Jongno,"37.56915,126.988846"
hotels,6536277,88 호스텔,,"37.5549,126.92651"
hotels,6552893,오빠 호스텔,Oppa Hostel,"37.557648,126.94359"
hotels,6552915,호텔 카라쉬,Hotel Karashy,"37.47709,126.98041"
hotels,6556403,데이즈 호텔 명동,Days Hotel Myeongdong,"37.560772,126.98369"
hotels,6561878,한강 레지던스 &amp; 게스트하우스,,"37.536087,126.94513"
hotels,6591787,김치 다운타운 게스트하우스,Kimchee Downtown Guesthouse,"37.560814,126.96514"
hotels,6591791,사랑채 한옥 게스트하우스 ,,"37.577065,126.98444"
hotels,6591870,남산 힐 호텔,Namsan Hill Hotel,"37.556736,126.982506"
hotels,659341,여의도파크센터 서울 - 메리어트 이그제큐티브 아파트먼트,,"37.521133,126.91877"
hotels,661056,더케이호텔서울,The-K Hotel Seoul,"37.466606,127.03297"
hotels,6621149,베스틴 빌라 명동,,"37.55768,126.9852"
hotels,6622618,JC 인 동대문 호스텔,,"37.561012,127.00523"
hotels,6622669,G 이태원 게스트하우스,G Itaewon Guest House,"37.533184,126.99495"
hotels,6622670,원즈빌 명동,Won&#39;s Ville Myeong-dong,"37.560665,126.98972"
hotels,6663003,롯데 시티 호텔 구로,Lotte City Hotels Guro,"37.485394,126.89638"
hotels,6680392,호텔 더 디자이너스 여의도,Hotel The Designers Yeouido,"37.528248,126.92008"
hotels,6725448,골드힐 게스트하우스,,"37.514233,127.02522"
hotels,673519,프라임 인 서울 호텔,Prime in Seoul Hotel,"37.616886,126.92383"
hotels,673725,엘르인 호텔,Hotel Elle Inn,"37.541737,126.97219"
hotels,6759613,언니네 하우스,Unni House,"37.57632,127.02235"
hotels,6759637,울타리 호스텔,Ultari Hostel,"37.553864,126.93562"
hotels,6759652,케이팝 호텔 동대문,,"37.566235,127.006714"
hotels,6816677,블루보트 호스텔 명동,,"37.563007,126.99068"
hotels,6817242,필스테이 동대문점,Philstay Dongdaemun DDP,"37.564957,127.00657"
hotels,6845532,풀리 홍 호스텔,,"37.569904,126.99128"
hotels,6867343,호텔 스카이파크 동대문 I,,"37.56415,127.002075"
hotels,6867409,CMS 인 서울,,"37.58936,127.05663"
hotels,6867428,YD 레지던스,,"37.55087,126.9612"
hotels,6867443,에이치호텔,,"37.48708,127.01397"
hotels,6871129,24게스트하우스 서울역 프리미어점,24guesthouse Seoul Station Premier,"37.55361,126.97472"
hotels,6877397,호텔릿,,"37.55446,126.97351"
hotels,6892917,24게스트하우스 신촌,,"37.55497,126.93514"
hotels,6941436,에이블 게스트하우스 홍대 2호점,,"37.55531,126.92689"
hotels,6941818,에이 하우스,,"37.58317,126.98131"
hotels,6941825,  ,Benikea Seoul Hotel,"37.5568,126.85999"
hotels,6941842,케이팝 호텔 서울역점,K-POP Hotel Seoul Station,"37.554688,126.974075"
hotels,6998634,이비스 버젯 앰배서더 서울 동대문,ibis budget Ambassador Seoul Dongdaemun,"37.564297,127.00858"
hotels,6998671,예포 게스트하우스,YE&#39;4 Guesthouse,"37.567497,126.91958"
hotels,6998962,명동 다다하우스,,"37.55956,126.9862"
hotels,7003892,신설동역 레지던스 동대문,,"37.57626,127.02489"
hotels,7008092,도미 인 프리미엄 서울 가로수길,,"37.517056,127.02171"
hotels,7034132,효선재 한옥 게스트하우스,Hyosunjae Hanok Guesthouse,
hotels,7043159,청연재,Cheong Yeon Jae Hanok Hotel,"37.58033,126.985634"
hotels,7043377,스타 호스텔 서울 동대문,,
hotels,7043480,아티스트 77 하우스,Artist 77 House,"37.52682,127.0514"
hotels,7043495,토모 레지던스,,"37.56193,126.98795"
hotels,7053590,패밀리 &amp; 프렌즈 하우스 2,,"37.560238,126.92225"
hotels,7053783,동대문 화신 호스텔,Dongdaemun Hwashin Hostel,"37.56522,127.00339"
hotels,7053968,호텔 가온,Hotel Gaon,
hotels,7054545,신라스테이 역삼,Shilla Stay Yeoksam,"37.504753,127.04153"
hotels,7064499,맘하우스,MOM House,"37.560486,126.9867"
hotels,7064545,빅 존스 플레이스,Big John&#39;s Place,
hotels,7074384,D.H 신촌 게스트하우스,D.H Sinchon Guesthouse,"37.552628,126.93677"
hotels,7074393,베이튼 서울 동대문,,"37.565117,127.00268"
hotels,7074398,보르조미 서울 부티크 호텔,,
hotels,7074636,소설 호텔,Snow Hotel,
hotels,7074669,호스텔 클로이,Hostel Chloe,"37.56862,126.98862"
hotels,7074698,고고 게스트하우스,Gogo Guesthouse,
hotels,7089489,호스텔 KW 신사,Hostel KW Sinsa,"37.5126,127.01864"
hotels,7103191,청담게스트하우스,Cheongdam Guesthouse,"37.525665,127.05014"
hotels,7103647,이노 호스텔 &amp; 펍라운지 홍대,Inno Hostel &amp; Pub Lounge Hongdae,"37.553623,126.91419"
hotels,7107794,더 해밀 게스트하우스,The Haemil Feel Like Home,"37.562107,126.926346"
hotels,7107952,달집 북촌,Dalzip Bukchon,"37.584137,126.983444"
hotels,7134179,이코노미 호텔 명동 프리미어,Ekonomy Hotel Myeongdong Premier,"37.56151,126.984535"
hotels,7161281,도담게스트하우스,Dodam Guesthouse,"37.5351,126.9928"
hotels,7161291,알로프트 서울 강남,,"37.52372,127.05565"
hotels,7181422,호텔 봉봉,Hotel Bonbon,"37.56649,126.98237"
hotels,7244241,글래드 호텔 여의도,GLAD Hotel Yeouido,"37.527695,126.91745"
hotels,7268921,어반 플레이스 강남,Urban Place Gangnam,"37.49163,127.02915"
hotels,7268972,능마루 게스트하우스,,"37.558918,126.98544"
hotels,7268980,호텔 마루,,
hotels,7269014,에스알 호텔 서울 마곡,SR Hotel Seoul Magok,"37.56109,126.83942"
hotels,7274687,오클라우드 호텔,Ocloud Hotel,"37.503033,127.02389"
hotels,7274753,호스텔 바닐라 1,,"37.572903,127.011024"
hotels,7289673,야코리아 호스텔 홍대,YaKorea Hostel Hongdae,"37.557335,126.92918"
hotels,7305732,호스텔 더 스타일,Hostel The Style,"37.55955,126.923546"
hotels,7353565,베니키아 프리미어 호텔 베르누이,,"37.49732,126.84589"
hotels,7353880,쁘찌하우스 노부꼬,Petit House Nobuko,
hotels,7356220,피오나,Fiona,
hotels,7356258,동대문 게스트하우스,,
hotels,7356275,창덕궁 소담,Changdeokgung Sodam,"37.576298,126.99063"
hotels,7356344,발트 호텔,Valt Hotel,
hotels,7356363,가온 골든파크,Gaon Golden Park,"37.57083,127.01447"
hotels,7356365,레인보우 호텔 명동,Rainbow Hotel Myeongdong,"37.56252,126.992134"
hotels,7357114,케이 서울 호스텔,,
hotels,7358712,스타즈 호텔 명동 II,Staz Hotel Myeongdong II,"37.562553,126.99065"
hotels,7358738,골든 시티 호텔,,"37.56265,127.06087"
hotels,7358746,하우스 740,House 740,"37.558037,126.920975"
hotels,7358751,쉴 모텔,Sheel Motel,
hotels,7358763,스타 게스트하우스,Star Guest House,"37.561848,126.97801"
hotels,7367802,레오 게스트하우스 홍대,Leo Guest House Hongdae,
hotels,7367825,메이 플레이스 서울 동대문,May Place Seoul Dongdaemun,"37.576206,126.99862"
hotels,7372632,리치 다이아몬드 호텔,,
hotels,7382024,호텔 아띠 성수,Hotel Atti Seongsu,"37.54373,127.05695"
hotels,754311,라마다 호텔 앤드 스위트 서울 남대문,Ramada Hotel and Suites Seoul Namdaemun,"37.560467,126.97217"
hotels,7597494,송파 호스텔,Songpa Hostel,"37.50829,127.1113"
hotels,7597620,코코아게스트하우스,Cocoa Guesthouse,"37.549755,126.92175"
hotels,7597626,트윈래빗 게스트하우스,Twin Rabbit Guesthouse,"37.56058,126.92258"
hotels,7597655,호텔 나포레,Hotel Nafore,"37.569046,126.990555"
hotels,7613319,이비스 스타일 앰배서더 서울 명동,Ibis Styles Ambassador Seoul Myeongdong,"37.56166,126.98929"
hotels,7619069,에이메스 호텔,AMASS Hotel,"37.57721,126.99095"
hotels,7640343,동대문 인,Dongdaemun Inn,
hotels,7647148,르와지르 호텔 서울 명동,Loisir Hotel Seoul Myeongdong,"37.561237,126.98465"
hotels,7654137,호텔 경동,Hotel Kyoungdong,
hotels,7654251,호텔 부티크 나인,Hotel Boutique 9,
hotels,7654275,아로하 게스트하우스,Aroha Guest House,"37.55176,126.974396"
hotels,7654277,MK 리버티 하우스,Mk Liberty House Seoul Station,"37.55448,126.96899"
hotels,7658049,아이하우스,,
hotels,7679092,탕파스호스텔,,"37.561653,126.98981"
hotels,7685020,써클 호텔 서울,,
hotels,7685026,스테이 비 호텔 명동,Stay B Hotel Myeongdong,"37.56331,126.99287"
hotels,7685036,플랜 A 호스텔,Plan A Hostel,
hotels,7685088,케이걸 게스트하우스 여성전용,K-girl Guesthouse Female Only,
hotels,7685101,남산 시티 호텔 명동,Namsan City Hotel Myeongdong,"37.55798,126.97847"
hotels,7685147,라온 레지던스 인 강남,,
hotels,7685521,하모니 호텔,Harmony Hotel,"37.538303,127.13796"
hotels,7685665,호텔 디오레,Hotel The-Ore,"37.555614,126.92047"
hotels,7686966,KW 홍대 호스텔,KW Hongdae Hostel,
hotels,7686969,신라스테이 서대문,Shilla Stay Seodaemun,"37.565163,126.96675"
hotels,7686974,KW 홍대 라인 호스텔,,
hotels,7687450,24 게스트하우스 종로3가역,24 Guesthouse Jongno 3ga Station,"37.572895,126.99228"
hotels,7687499,호텔 명동,,"37.5606,126.97942"
hotels,7688203,미니 호텔 달콤 동대문,,
hotels,7688216,솔라리아 니시테츠 호텔 서울 명동,,"37.5626,126.98516"
hotels,7701584,웰 플러스 비앤비 게스트하우스,Well Plus BnB Guest House,"37.55842,126.9856"
hotels,7701591,누하당 게스트하우스,Nuhadang Hanok Guesthouse,"37.579826,126.968475"
hotels,7701925,모노하우스,,"37.555813,126.91881"
hotels,7738789, ,,"37.58259,126.98743"
hotels,7738820,쿠즈 호텔,Coups Hotel,
hotels,7788085,그림 호텔,Grim Hotel,
hotels,7790767,K-게스트하우스 명동 2,K-guesthouse Myeongdong 2,"37.56187,126.986946"
hotels,7790768,K-게스트하우스 인사동,K-guesthouse Insadong,"37.573547,126.98618"
hotels,7790781,K 관광호텔,K-Hotel,"37.545223,126.93005"
hotels,7792581,케이팝 레지던스동대문,K-POP Residence Dongdaemun,"37.563335,127.00685"
hotels,7805316,88 게스트하우스,,"37.560062,126.9842"
hotels,7810424,오리엔스 호텔 &amp; 레지던스,Oriens Hotel &amp; Residences,"37.56005,126.99114"
hotels,7815269,치선 호텔 서울 명동,Chisun Hotel Seoul Myeongdong,"37.564148,126.99848"
hotels,7834720,포 포인츠 바이 쉐라톤 서울 남산,"Four Points by Sheraton Seoul, Namsan","37.535984,126.97135"
hotels,7834994,선라이즈 인 동대문,Sunrise Inn Dongdaemun,"37.575733,127.02177"
hotels,7905854,인 서울 게스트하우스,In Seoul Guesthouse,"37.570644,126.98739"
hotels,7905978,이태원 랜드 게스트룸,Itaewon Land Guest Room,"37.53433,126.99726"
hotels,7905993,지나 하우스 홍대,,"37.561607,126.92542"
hotels,7917969,비빔밥 게스트하우스,Bibimbap Guesthouse,"37.573364,126.98976"
hotels,7951496,코쿤 스테이 홍대,,
hotels,7951531,스카이호텔,Hotel Sky,
hotels,7997916,서울 N 스테이 호스텔,Seoul N Stay Hostel,"37.564976,127.00211"
hotels,8024697,K-게스트하우스 신촌 2,K-guesthouse Sinchon 2,"37.55455,126.93492"
hotels,8024699,K-게스트하우스 명동 1,K-guesthouse Myeongdong 1,"37.560696,126.9833"
hotels,8026730,나루 호스텔,Naru Hostel,
hotels,8070350,호텔 스테이 인,Hotel Stay Inn,"37.551964,126.97375"
hotels,8070371,G 미니호텔 동대문,,
hotels,8073848,남산게스트하우스 3호점,Namsan Guest House 3,"37.559166,126.98511"
hotels,8076685,호텔 도마,,"37.561493,126.99564"
hotels,8076702,홀리데이 인 익스프레스 서울 을지로,Holiday Inn Express Seoul Euljiro,"37.5666,126.98949"
hotels,8092982,문 썬 게스트 하우스,Moon Sun Guesthouse,
hotels,8093043,이코노미 호텔 명동 센트럴,Ekonomy Hotel Myeongdong Central,
hotels,8098623,남산게스트하우스,Namsan Guesthouse,"37.558033,126.98453"
hotels,8107311,린 호텔,Lin Hotel,
hotels,8110812,보리 호텔,Boree Hotel,"37.49497,127.036644"
hotels,8110867,소테츠 호텔즈 더 스프라지르 서울 동대문,,"37.564655,127.00771"
hotels,8114042,파크 애비뉴 게스트하우스,Park Avenue Guest House,"37.562386,126.92299"
hotels,8118189,신라스테이 마포,Shilla Stay Mapo,"37.542778,126.94963"
hotels,8261880,스테이 나우 게스트하우스,Stay Now Guest House,"37.562965,126.92563"
hotels,8285182,스타 호스텔 동대문 스위트,Star Hostel Dongdaemun Suite,"37.571613,127.00291"
hotels,8285373,큐브 게스트하우스,Cube Guesthouse,
hotels,8289152,더 원 호스텔,The One Hostel,
hotels,8298647,더스테이호텔,The Stay Hotel,"37.56171,126.98674"
hotels,8298699,나누 게스트하우스 핑크,Nanu Guesthouse Pink,"37.55895,126.92575"
hotels,8299878,까사 명동 게스트하우스,Casa Myeongdong Guesthouse,"37.56189,126.98767"
hotels,8299926,동대문 맥스타일 게스트하우스,Dongdaemun Maxtyle Guesthouse,
hotels,8300169,드림 게스트하우스,Dream Guest House,
hotels,8300448,호텔 리치웰,Hotel Richwell,
hotels,8308047,우 게스트하우스,,
hotels,8308049,88 게스트하우스 종로,,"37.5823,126.980835"
hotels,8322447,호텔 페이토 강남,Hotel Peyto Gangnam,"37.486523,127.033134"
hotels,8322705,에스비 호텔,,
hotels,8327049,JW 스테이,,
hotels,8368838,호텔 8 아워즈,Hotel 8 Hours,"37.562202,126.97791"
hotels,8369100,비 마이 게스트,Be My Guest,"37.533234,126.993225"
hotels,8394112,요트 게스트하우스,,"37.535408,126.99226"
hotels,8457967,탑 호텔,Top Hotel,"37.55897,126.97985"
hotels,8458163,24게스트하우스 명동 타운,24guesthouse Myeongdong Town,"37.559456,126.97897"
hotels,8458286,카림 게스트하우스,Charim Guesthouse,"37.564926,127.007355"
hotels,8458309,루미아 호텔,Lumia Hotel,"37.55804,126.97965"
hotels,8458310,제이 스토리 게스트하우스,,
hotels,8458325,필스테이 동대문 이코노믹,Philstay Dongdaemun Economic,"37.5663,127.00394"
hotels,8458377,탑 호텔 &amp; 레지던스,Top Hotel &amp; Residence,"37.57352,126.98886"
hotels,8476641,더 메이 하우스,The Mei Haus,"37.567745,126.919075"
hotels,8476681,서울달빛 DDP지점,Seoul Dalbit DDP,"37.56165,127.00555"
hotels,8476780,하모리 게스트하우스,Hamory Guesthouse,"37.56542,127.00943"
hotels,8476956,명동 게스트하우스 ZZ,Myeongdong Guesthouse ZZ,"37.560677,126.986885"
hotels,8482107,명동 와이 하우스,,
hotels,8522924,호텔 바로아토,,"37.559216,126.92434"
hotels,8522933,L7명동,,"37.56136,126.98682"
hotels,8522945,롯데 시티 호텔 명동,Lotte City Hotel Myeongdong,"37.566803,126.98803"
hotels,8523099,타임 트래블러즈 파티 호스텔,,"37.56087,126.92748"
